season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2019,REG,2,Terry McLaurin,WR,WAS,4.073333333,1.237775006,16.62111111,62.16598097,5,9,55.55555556,62,1,3.012,2.15958271,0.85241729,00-0035659,Terry,McLaurin,17,T.McLaurin
2019,REG,2,Keenan Allen,WR,LAC,4.011333333,1.679156088,14.16733333,59.02071877,8,15,53.33333333,98,0,1.63125,2.698107064,-1.066857064,00-0030279,Keenan,Allen,13,K.Allen
2019,REG,2,D.J. Moore,WR,CAR,3.973571429,2.06091474,7.392857143,21.22554448,9,14,64.28571429,89,0,2.282222222,3.010008528,-0.727786306,00-0034827,Denniston,Moore,12,D.Moore
2019,REG,2,Greg Olsen,TE,CAR,3.904285714,2.509593761,11.24222222,20.74976416,6,9,66.66666667,110,0,7.01,8.860048306,-1.850048306,00-0025418,Gregory,Olsen,88,G.Olsen
2019,REG,2,Jared Cook,TE,NO,3.848571429,2.320823875,9.824285714,28.11069326,2,7,28.57142857,25,0,4.34,0.916126594,3.423873406,00-0027061,Jared,Cook,87,J.Cook
2019,REG,2,Travis Kelce,TE,KC,3.411111111,2.717829612,12.72,21.60978556,7,9,77.77777778,107,1,3.898571429,4.296405455,-0.397834026,00-0030506,Travis,Kelce,87,T.Kelce
2019,REG,2,Derek Carrier,TE,LV,3.31,3.117615029,9.672,21.59024956,3,5,60,33,0,5.356666667,4.740560019,0.616106648,00-0029119,Derek,Carrier,85,D.Carrier
2019,REG,2,Antonio Brown,WR,NE,3.25,2.091337071,11.61625,36.51616959,4,8,50,56,1,1.93,1.599198498,0.330801502,00-0027793,Antonio,Brown,17,A.Brown
2019,REG,2,DeAndre Hopkins,WR,HOU,3.24125,2.212793236,10.7825,24.32737323,5,8,62.5,40,0,1.628,2.594149135,-0.966149135,00-0030564,DeAndre,Hopkins,10,D.Hopkins
2019,REG,2,D.K. Metcalf,WR,SEA,3.238571429,1.998240086,16.44,48.56515868,3,7,42.85714286,61,1,4.5,2.580301358,1.919698642,00-0035640,DeKaylin,Metcalf,14,DK.Metcalf
2019,REG,2,Mike Williams,WR,LAC,2.824,1.004797392,18.158,25.2152419,3,5,60,83,0,4.966666667,4.14571638,0.820950287,00-0033536,Michael,Williams,81,M.Williams
2019,REG,2,Tyrell Williams,WR,LV,2.011666667,3.065031151,11.41714286,35.68016429,5,7,71.42857143,46,1,2.178,2.403525838,-0.225525838,00-0032160,Tyrell,Williams,16,T.Williams
2019,REG,3,Russell Shepard,WR,NYG,9.106,1.540144111,12.196,16.71234378,1,5,20,6,0,1.06,1.555506847,-0.495506847,00-0030147,Russell,Shepard,81,R.Shepard
2019,REG,3,Robert Woods,WR,LAR,9.075,2.015244928,13.95375,29.63838148,3,8,37.5,40,0,0.533333333,0.866334863,-0.33300153,00-0030431,Robert,Woods,17,R.Woods
2019,REG,3,D.K. Metcalf,WR,SEA,8.995,2.801808544,21.79166667,23.77791518,2,6,33.33333333,67,0,6.185,3.62021787,2.56478213,00-0035640,DeKaylin,Metcalf,14,DK.Metcalf
2019,REG,3,Kenny Stills,WR,HOU,8.84,3.45404166,17.26833333,35.10180574,4,6,66.66666667,89,0,6.1925,9.806596658,-3.614096658,00-0030085,Kenneth,Stills,12,K.Stills
2019,REG,3,DeAndre Hopkins,WR,HOU,8.677142857,3.087015974,5.772857143,13.69041569,6,7,85.71428571,67,0,6.278333333,4.782174015,1.496159318,00-0030564,DeAndre,Hopkins,10,D.Hopkins
2019,REG,3,Brandin Cooks,WR,LAR,8.643,2.856849942,13.21333333,42.09855565,8,12,66.66666667,112,0,2.63875,2.801336781,-0.162586781,00-0031236,Brandin,Cooks,12,B.Cooks
2019,REG,3,Curtis Samuel,WR,CAR,8.534285714,2.771023252,9.631428571,29.36155387,5,7,71.42857143,53,1,0.138,0.326058122,-0.188058122,00-0033282,Curtis,Samuel,10,C.Samuel
2019,REG,3,Auden Tate,WR,CIN,8.491,3.881726704,7.748,27.79850746,6,10,60,88,0,5.941666667,5.227332139,0.714334528,00-0034686,Audeen,Tate,19,A.Tate
2019,REG,3,Mark Andrews,TE,BAL,8.375,1.681814301,10.31714286,14.64255302,3,7,42.85714286,15,0,0.226666667,0.628736423,-0.402069756,00-0034753,Mark,Andrews,89,M.Andrews
2019,REG,3,Dante Pettis,WR,SF,8.366,2.364256069,5.19,10.23063276,4,5,80,20,1,1.3275,3.138031623,-1.810531623,00-0034860,Dante,Pettis,18,D.Pettis
2019,REG,3,Darren Waller,TE,LV,8.288571429,4.475663527,6.005,46.27621512,13,14,92.85714286,134,0,5.236153846,5.018792805,0.217361041,00-0031610,Darren,Waller,83,D.Waller
2019,REG,3,Willie Snead,WR,BAL,8.27,3.875474834,10.324,10.46591785,3,5,60,47,0,5.973333333,4.101872984,1.871460349,00-0030663,Willie,Snead,83,W.Snead
2019,REG,3,Odell Beckham,WR,CLE,7.925,3.184402388,7.614444444,24.53721938,6,9,66.66666667,56,0,2.936666667,2.601767092,0.334899575,00-0031235,Odell,Beckham,13,O.Beckham
2019,REG,3,Jakeem Grant,WR,MIA,7.882857143,2.92647754,8.742857143,16.65532726,4,7,57.14285714,27,0,1.4125,1.788924997,-0.376424997,00-0032791,Jakeem,Grant,19,J.Grant
2019,REG,3,Paul Richardson,WR,WAS,7.868888889,3.346852474,8.357777778,30.71457738,8,9,88.88888889,83,1,2.9475,3.282669801,-0.335169801,00-0031257,Paul,Richardson,10,P.Richardson
2019,REG,3,J.J. Nelson,WR,LV,7.765,4.16936941,5.02,13.81626025,4,5,80,36,1,3.36,3.90406801,-0.54406801,00-0032112,Jamarcus,Nelson,15,J.Nelson
2019,REG,3,Marvin Jones,WR,DET,7.72,3.066468802,14.31555556,34.92261405,6,9,66.66666667,101,1,3.301666667,6.734343265,-3.432676598,00-0029293,Marvin,Jones,11,M.Jones
2019,REG,3,Nick Boyle,TE,BAL,7.6925,5.344751134,6.452,6.540691781,4,5,80,58,0,10.17,9.499301931,0.670698069,00-0031598,Nicholas,Boyle,86,N.Boyle
2019,REG,3,Hayden Hurst,TE,BAL,7.64,2.638102084,16.278,16.50176392,2,5,40,14,0,3.245,2.655172622,0.589827378,00-0034830,Hayden,Hurst,81,H.Hurst
2019,REG,3,Delanie Walker,TE,TEN,7.565,3.38043523,7.492222222,16.4873588,7,9,77.77777778,64,0,3.417142857,4.330343206,-0.913200349,00-0024389,Delanie,Walker,82,De.Walker
2019,REG,3,Emmanuel Sanders,WR,DEN,7.55,1.968121852,11.472,41.78017336,2,5,40,10,0,0.41,1.285112174,-0.875112174,00-0027685,Emmanuel,Sanders,10,E.Sanders
2019,REG,3,Phillip Dorsett,WR,NE,7.49,4.943457219,4.922857143,11.02825871,6,7,85.71428571,53,1,4.843333333,5.629371272,-0.786037939,00-0032208,Phillip,Dorsett,13,P.Dorsett
2019,REG,3,Larry Fitzgerald,WR,ARI,7.431428571,2.777848794,5.907142857,20.49261572,5,7,71.42857143,36,1,2.842,2.574318549,0.267681451,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald
2019,REG,3,Danny Amendola,WR,DET,7.396,3.842156903,8.506,11.52793213,4,5,80,37,0,5.765,6.37319563,-0.60819563,00-0026035,Daniel,Amendola,80,D.Amendola
2019,REG,3,Jaron Brown,WR,SEA,7.126,3.396919048,8.996666667,9.816687277,3,6,50,30,0,2.626666667,3.109238399,-0.482571733,00-0030300,Jaron,Brown,18,J.Brown
2019,REG,3,Adam Humphries,WR,TEN,7.088333333,3.096802113,10.35,22.77617487,6,9,66.66666667,93,0,3.225,4.314158537,-1.089158537,00-0032009,Adam,Humphries,10,A.Humphries
2019,REG,3,Christian Kirk,WR,ARI,6.957777778,3.767786509,4.595833333,27.33174745,10,12,83.33333333,59,0,4.321,4.539404352,-0.218404352,00-0034775,Christian,Kirk,13,C.Kirk
2019,REG,3,Jarvis Landry,WR,CLE,6.78375,2.921807841,14.89888889,48.01102796,3,9,33.33333333,62,0,9.42,5.532860789,3.887139211,00-0031382,Jarvis,Landry,80,J.Landry
2019,REG,3,Mecole Hardman,WR,KC,6.782,3.275697215,15.462,25.28288312,2,5,40,97,1,36.1,17.69029527,18.40970473,00-0035140,Mecole,Hardman,17,M.Hardman
2019,REG,3,DeVante Parker,WR,MIA,6.76,3.330746594,19.80666667,32.34181521,3,6,50,56,0,5.226666667,2.882086784,2.344579883,00-0031547,DeVante,Parker,11,D.Parker
2019,REG,3,T.Y. Hilton,WR,IND,6.742,2.729051753,6.481,29.78537617,8,10,80,65,1,2.79875,2.823429567,-0.024679567,00-0029608,Eugene,Hilton,13,T.Hilton
2019,REG,3,Keenan Allen,WR,LAC,6.447647059,2.894178476,9.75,35.63979616,13,17,76.47058824,183,2,5.450769231,2.481405578,2.969363652,00-0030279,Keenan,Allen,13,K.Allen
2019,REG,3,Terry McLaurin,WR,WAS,6.382857143,2.764839203,11.5225,37.639853,6,8,75,70,1,1.175,2.085442107,-0.910442107,00-0035659,Terry,McLaurin,17,T.McLaurin
2019,REG,3,Chris Godwin,WR,TB,6.372,1.837845737,16.292,17.45933086,3,5,60,40,0,2.79,3.04394597,-0.25394597,00-0033921,Rod,Godwin,12,C.Godwin
2019,REG,3,Tyler Lockett,WR,SEA,6.29,3.980303419,13.32071429,33.91467229,11,14,78.57142857,154,1,3.042727273,5.420896516,-2.378169243,00-0032211,Tyler,Lockett,16,T.Lockett
2019,REG,3,Marquez Valdes-Scantling,WR,GB,6.219,2.600516601,11.875,46.36136488,6,10,60,99,1,0.838333333,1.211017788,-0.372684454,00-0034272,Marquez,Valdes-Scantling,83,M.Valdes-Scantling
2019,REG,3,Austin Hooper,TE,ATL,6.218333333,3.984430455,8.417142857,20.43775365,6,7,85.71428571,66,2,5.468333333,4.434544109,1.033789225,00-0032392,Austin,Hooper,81,A.Hooper
2019,REG,3,Josh Gordon,WR,NE,6.217272727,2.13139796,10.29909091,36.2562806,6,11,54.54545455,83,0,4.295,4.722159435,-0.427159435,00-0029664,Joshua,Gordon,10,J.Gordon
2019,REG,3,James Washington,WR,PIT,6.18,3.56266575,8.284,22.51209305,2,5,40,14,0,8.235,7.232790737,1.002209263,00-0034676,James,Washington,13,J.Washington
2019,REG,3,Zach Ertz,TE,PHI,6.106,3.153207537,8.977142857,15.92821657,4,7,57.14285714,64,0,6.9025,5.079092277,1.823407723,00-0030061,Zachary,Ertz,86,Z.Ertz
2019,REG,3,Travis Benjamin,WR,LAC,6.1,1.520085317,13.728,14.75906853,2,5,40,5,0,-1.215,0.396717714,-1.611717714,00-0029269,Travis,Benjamin,12,T.Benjamin
2019,REG,3,Ted Ginn,WR,NO,6.092,2.144819074,6.796,37.98770263,2,5,40,15,0,-0.05,1.175264848,-1.225264848,00-0025396,Ted,Ginn,19,T.Ginn
2019,REG,3,Damion Ratley,WR,CLE,6.082,1.934675982,8.136,14.56550539,3,5,60,26,0,1.213333333,2.102356645,-0.889023311,00-0034273,Damion,Ratley,18,D.Ratley
2019,REG,3,JuJu Smith-Schuster,WR,PIT,5.935,1.404587856,7.288571429,27.72976792,3,7,42.85714286,81,1,24.48666667,5.252798066,19.2338686,00-0033857,John,Smith-Schuster,19,J.Smith-Schuster
2019,REG,3,A.J. Brown,WR,TEN,5.872,1.499569506,13.712,16.76365592,1,5,20,4,0,-1.79,1.655587298,-3.445587298,00-0035676,Arthur,Brown,11,A.Brown
2019,REG,3,Jordan Akins,TE,HOU,5.855,5.432841084,10.816,18.32164515,3,5,60,73,2,15.19,15.07349099,0.116509009,00-0034364,Jordan,Akins,88,J.Akins
2019,REG,3,Amari Cooper,WR,DAL,5.79,3.838353598,12.61714286,23.78989899,6,7,85.71428571,88,2,3.105,3.100820712,0.004179288,00-0031544,Amari,Cooper,19,A.Cooper
2019,REG,3,Mack Hollins,WR,PHI,5.698571429,2.072889648,12.74857143,22.61989253,4,7,57.14285714,62,0,4.14,4.665029374,-0.525029374,00-0033555,Mack,Hollins,16,M.Hollins
2019,REG,3,Dede Westbrook,WR,JAX,5.684444444,3.733411655,6.403333333,28.90025575,5,9,55.55555556,46,0,5.58,5.823285131,-0.243285131,00-0033839,Decrick,Westbrook,12,D.Westbrook
2019,REG,3,Nelson Agholor,WR,PHI,5.65,3.259951124,4.646666667,14.13363074,8,12,66.66666667,50,2,4.59625,3.57837774,1.01787226,00-0031549,Nelson,Agholor,13,N.Agholor
2019,REG,3,Will Fuller,WR,HOU,5.592857143,2.701403403,10.01857143,23.75918962,5,7,71.42857143,51,0,1.406,2.045444396,-0.639444396,00-0033127,William,Fuller,15,W.Fuller
2019,REG,3,Julian Edelman,WR,NE,5.42,2.902697204,8.907,28.50513649,7,10,70,62,1,2.834285714,2.286850835,0.547434879,00-0027150,Julian,Edelman,11,J.Edelman
2019,REG,3,Adam Thielen,WR,MIN,5.372,2.060985406,12.69,59.57746479,3,5,60,55,1,5.863333333,5.018225006,0.845108328,00-0030035,Adam,Thielen,19,A.Thielen
2019,REG,3,Darren Fells,TE,HOU,5.3425,3.459865456,5.953333333,12.10150083,5,6,83.33333333,49,1,4.282,4.248009765,0.033990235,00-0029738,Darren,Fells,87,D.Fells
2019,REG,3,John Brown,WR,BUF,5.334,1.949026684,11.63,18.36238474,4,5,80,51,0,-0.205,0.737118562,-0.942118562,00-0031051,John,Brown,15,J.Brown
2019,REG,3,Diontae Johnson,WR,PIT,5.273333333,3.383356991,13.155,42.8990706,3,6,50,52,1,4.683333333,3.161543057,1.521790276,00-0035216,Diontae,Johnson,18,D.Johnson
2019,REG,3,Cole Beasley,WR,BUF,5.26625,2.717604577,3.928,12.40368827,8,10,80,48,0,2.555,2.961016445,-0.406016445,00-0029000,Cole,Beasley,10,C.Beasley
2019,REG,3,Sammy Watkins,WR,KC,5.257142857,2.107509598,9.98875,26.13316764,5,8,62.5,64,0,4.324,3.408066474,0.915933526,00-0031325,Samuel,Watkins,14,S.Watkins
2019,REG,3,Darius Slayton,WR,NYG,5.22,2.288753385,19.558,26.80059198,3,5,60,82,0,5.446666667,3.655777346,1.790889321,00-0035535,Darius,Slayton,86,D.Slayton
2019,REG,3,Cooper Kupp,WR,LAR,5.198,3.426551763,6.25,19.91291419,11,12,91.66666667,101,2,3.686363636,3.12023064,0.566132996,00-0033908,Cooper,Kupp,18,C.Kupp
2019,REG,3,Will Dissly,TE,SEA,5.015,2.894899544,9.85,12.53909944,6,7,85.71428571,62,1,3.498333333,3.736236264,-0.23790293,00-0034159,Will,Dissly,88,W.Dissly
2019,REG,3,Robby Anderson,WR,NYJ,5.012,3.64942094,6.156,20.2114387,3,5,60,11,0,0.88,0.776134053,0.103865947,00-0032688,Robby,Anderson,11,Ro.Anderson
2019,REG,3,Mike Williams,WR,LAC,4.825714286,1.632582846,19.87857143,29.92022706,3,7,42.85714286,45,0,4.38,4.733253112,-0.353253112,00-0033536,Michael,Williams,81,M.Williams
2019,REG,3,Courtland Sutton,WR,DEN,4.822857143,4.055553343,11.56571429,58.97006337,5,7,71.42857143,87,0,6.528,4.665818196,1.862181804,00-0034348,Courtland,Sutton,14,C.Sutton
2019,REG,3,Mike Evans,WR,TB,4.796666667,2.129242764,16.51466667,53.09385516,8,15,53.33333333,190,3,4.01875,2.661275218,1.357474782,00-0031408,Mike,Evans,13,M.Evans
2019,REG,3,Kenny Golladay,WR,DET,4.661428571,1.137644795,18.36125,39.81514108,2,8,25,17,0,-0.47,0.245970288,-0.715970288,00-0033932,Kenneth,Golladay,19,K.Golladay
2019,REG,3,George Kittle,TE,SF,4.645714286,2.083106437,5.80125,18.29686576,6,8,75,57,0,4.245,4.621678838,-0.376678838,00-0033288,George,Kittle,85,G.Kittle
2019,REG,3,John Ross,WR,CIN,4.613333333,1.60106681,11.49333333,24.74167623,2,6,33.33333333,22,0,1.49,1.802329605,-0.312329605,00-0033460,John,Ross,11,J.Ross III
2019,REG,3,Tyler Boyd,WR,CIN,4.553333333,2.946945175,8.589090909,33.8978186,6,11,54.54545455,68,0,4.175,5.157759851,-0.982759851,00-0033009,Tyler,Boyd,83,T.Boyd
2019,REG,3,D.J. Chark,WR,JAX,4.508,1.923282065,15.124,37.92186952,4,5,80,76,1,1.625,1.991280327,-0.366280327,00-0034777,Darrell,Chark,17,D.Chark
2019,REG,3,Julio Jones,WR,ATL,4.4875,2.457922049,14.86,46.39078705,8,9,88.88888889,128,1,3.5475,3.760564159,-0.213064159,00-0027944,Quintorris,Jones,11,J.Jones
2019,REG,3,Preston Williams,WR,MIA,4.441666667,1.891459233,12.90833333,42.15539529,4,12,33.33333333,68,0,1.5225,1.482390419,0.040109581,00-0035350,Preston,Williams,18,P.Williams
2019,REG,3,Trey Quinn,WR,WAS,4.3825,2.675499736,4.55,13.00530829,5,7,71.42857143,30,0,3.136,5.141154675,-2.005154675,00-0034339,David,Quinn,18,T.Quinn
2019,REG,3,Braxton Berrios,WR,NYJ,4.28,1.722257855,8.355,32.91746011,2,6,33.33333333,29,0,9.43,1.336738568,8.093261432,00-0034419,Braxton,Berrios,10,B.Berrios
2019,REG,3,Greg Olsen,TE,CAR,4.246666667,2.619960553,11.33142857,34.54402927,6,7,85.71428571,75,2,3.608333333,3.14633353,0.461999803,00-0025418,Gregory,Olsen,88,G.Olsen
2019,REG,3,Jamison Crowder,WR,NYJ,4.212,1.619151769,14.466,47.49491103,2,5,40,25,0,-0.335,0.286483515,-0.621483515,00-0031941,Jamison,Crowder,82,J.Crowder
2019,REG,3,Sterling Shepard,WR,NYG,4.025555556,3.325597585,12.78555556,31.53639553,7,9,77.77777778,100,1,5.938571429,4.006172716,1.932398713,00-0032385,Sterling,Shepard,87,S.Shepard
2019,REG,3,Taylor Gabriel,WR,CHI,3.865714286,3.538245316,10.46285714,45.06522274,6,7,85.71428571,75,3,2.821666667,3.451950633,-0.630283967,00-0031228,Taylor,Gabriel,18,T.Gabriel
2019,REG,3,Marquise Brown,WR,BAL,3.6575,1.681575523,23.52777778,42.93216009,2,9,22.22222222,49,0,4.655,3.382604853,1.272395147,00-0035662,Marquise,Brown,15,M.Brown
2019,REG,3,Travis Kelce,TE,KC,3.61375,2.487139719,12.8575,33.63856367,7,8,87.5,89,0,3.321428571,3.179707555,0.141721016,00-0030506,Travis,Kelce,87,T.Kelce
2019,REG,3,Mohamed Sanu,WR,ATL,3.592,3.070059443,10.01666667,20.84706372,6,6,100,75,0,2.483333333,3.229314533,-0.745981199,00-0029632,Mohamed,Sanu,12,M.Sanu
2019,REG,3,Allen Robinson,WR,CHI,3.431428571,3.815491504,6.385714286,27.50430716,6,7,85.71428571,60,0,3.715,8.134520402,-4.419520402,00-0031428,Allen,Robinson,12,A.Robinson
2019,REG,3,Evan Engram,TE,NYG,3.424285714,3.122159016,4.4875,9.838851129,6,8,75,113,1,13.96833333,5.144595326,8.823738007,00-0033881,Evan,Engram,88,E.Engram
2019,REG,3,Michael Thomas,WR,NO,3.358333333,3.884436573,7.384285714,57.78647289,5,7,71.42857143,54,1,4.888,4.47758573,0.41041427,00-0032765,Michael,Thomas,13,M.Thomas
2019,REG,3,Devin Smith,WR,DAL,2.2,1.462548147,25.492,34.33265993,2,5,40,39,0,6.91,0.562852792,6.347147208,00-0031934,Devin,Smith,15,D.Smith
2019,REG,4,D.J. Chark,WR,JAX,9.7775,2.043165761,13.68625,30.01946645,4,8,50,44,0,2.865,2.462523813,0.402476187,00-0034777,Darrell,Chark,17,D.Chark
2019,REG,4,Jarius Wright,WR,CAR,9.301666667,4.550553112,7.156666667,17.06338168,5,6,83.33333333,59,0,3.714,5.185910674,-1.471910674,00-0029572,Jarius,Wright,13,J.Wright
2019,REG,4,Ted Ginn,WR,NO,8.584,3.010438037,12.55,32.84136704,3,5,60,19,0,-0.123333333,0.967014869,-1.090348203,00-0025396,Ted,Ginn,19,T.Ginn
2019,REG,4,Mike Evans,WR,TB,8.577142857,2.706345262,15.35857143,27.82782005,4,7,57.14285714,89,1,9.075,8.660135262,0.414864738,00-0031408,Mike,Evans,13,M.Evans
2019,REG,4,Javon Wims,WR,CHI,8.452,2.363602932,11.666,30.56647278,4,5,80,56,0,1.7825,2.352307925,-0.569807925,00-0034426,Javon,Wims,83,J.Wims
2019,REG,4,Eric Ebron,TE,IND,8.3425,2.3034545,16.37,16.22141187,1,5,20,48,1,22.44,10.67820102,11.76179898,00-0031387,Eric,Ebron,85,E.Ebron
2019,REG,4,Jared Cook,TE,NO,8.326,2.578792457,5.603333333,17.59564557,3,6,50,21,0,0.636666667,2.017779214,-1.381112547,00-0027061,Jared,Cook,87,J.Cook
2019,REG,4,Seth Roberts,WR,BAL,8.242,3.241190648,7.624,13.55377778,4,5,80,36,0,1.99,1.872093742,0.117906258,00-0031166,Seth,Roberts,11,S.Roberts
2019,REG,4,Curtis Samuel,WR,CAR,8.068571429,1.246126456,21.74142857,60.47685277,3,7,42.85714286,32,0,-0.493333333,0.416922864,-0.910256197,00-0033282,Curtis,Samuel,10,C.Samuel
2019,REG,4,Jarvis Landry,WR,CLE,8.042222222,3.493501543,5.887,26.64765526,8,10,80,167,0,15.62125,6.233291162,9.387958838,00-0031382,Jarvis,Landry,80,J.Landry
2019,REG,4,Tyler Higbee,TE,LAR,7.915,2.884481203,6.77,9.0835905,4,7,57.14285714,41,0,3.7625,2.534785971,1.227714029,00-0033110,Tyler,Higbee,89,T.Higbee
2019,REG,4,Paul Richardson,WR,WAS,7.876,3.168933081,6.756,15.34478059,3,5,60,14,0,3.33,4.52113047,-1.19113047,00-0031257,Paul,Richardson,10,P.Richardson
2019,REG,4,Calvin Ridley,WR,ATL,7.858333333,2.904028413,14.88833333,21.91340611,3,6,50,32,0,0.29,1.046033359,-0.756033359,00-0034837,Calvin,Ridley,18,C.Ridley
2019,REG,4,Marquise Brown,WR,BAL,7.682857143,2.670735891,7.144285714,17.78133333,4,7,57.14285714,22,0,1.835,3.199577515,-1.364577515,00-0035662,Marquise,Brown,15,M.Brown
2019,REG,4,Julian Edelman,WR,NE,7.664,3.106579654,7.98,20.37050543,4,7,57.14285714,30,0,2.9575,4.17317924,-1.21567924,00-0027150,Julian,Edelman,11,J.Edelman
2019,REG,4,Robert Woods,WR,LAR,7.536,3.724550913,6.997333333,20.11845661,13,15,86.66666667,164,0,5.639230769,5.365863766,0.273367003,00-0030431,Robert,Woods,17,R.Woods
2019,REG,4,Dede Westbrook,WR,JAX,7.316,2.98763952,8.203333333,13.49491405,5,6,83.33333333,66,0,6.594,4.448579853,2.145420147,00-0033839,Decrick,Westbrook,12,D.Westbrook
2019,REG,4,Larry Fitzgerald,WR,ARI,7.304,5.383976688,1.816,6.642768308,5,5,100,47,0,7.584,8.169307199,-0.585307199,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald
2019,REG,4,Brandin Cooks,WR,LAR,7.158888889,3.368344257,11.72111111,20.22004562,6,9,66.66666667,71,0,3.676666667,3.366586657,0.31008001,00-0031236,Brandin,Cooks,12,B.Cooks
2019,REG,4,Zach Ertz,TE,PHI,7.11125,2.712577136,7.46,31.20849239,7,8,87.5,65,0,2.42,2.776179508,-0.356179508,00-0030061,Zachary,Ertz,86,Z.Ertz
2019,REG,4,Evan Engram,TE,NYG,7.105714286,1.966307161,4.757142857,20.65500558,4,7,57.14285714,54,0,10.09,7.104562113,2.985437887,00-0033881,Evan,Engram,88,E.Engram
2019,REG,4,Chris Godwin,WR,TB,7.017857143,2.712692892,7.935,28.75446498,12,14,85.71428571,172,2,6.849166667,3.739678887,3.109487779,00-0033921,Rod,Godwin,12,C.Godwin
2019,REG,4,Deon Cain,WR,IND,7.002,1.594796029,13.15,13.03063934,0,5,0,NA,0,NA,NA,NA,00-0034406,Deon,Cain,11,D.Cain
2019,REG,4,Mark Andrews,TE,BAL,6.932,3.11681912,12.49875,35.552,4,8,50,31,1,2.005,1.871041183,0.133958817,00-0034753,Mark,Andrews,89,M.Andrews
2019,REG,4,Corey Davis,WR,TEN,6.878,3.46124078,11.355,51.34137151,5,6,83.33333333,91,1,7.068,2.674486319,4.393513681,00-0033871,Corey,Davis,84,C.Davis
2019,REG,4,Stefon Diggs,WR,MIN,6.857142857,2.698429057,10.19714286,38.91614873,7,7,100,108,0,5.195714286,5.402492647,-0.206778362,00-0031588,Stefon,Diggs,14,S.Diggs
2019,REG,4,Parris Campbell,WR,IND,6.81875,2.991956536,14.45125,22.91212494,5,8,62.5,25,0,4.994,5.205899313,-0.211899313,00-0035639,Parris,Campbell,15,P.Campbell
2019,REG,4,Cooper Kupp,WR,LAR,6.612857143,2.182401684,9.965333333,28.65193307,9,15,60,121,1,5.667777778,1.852621039,3.815156739,00-0033908,Cooper,Kupp,18,C.Kupp
2019,REG,4,Amari Cooper,WR,DAL,6.48125,1.476016142,13.84375,42.16477576,5,8,62.5,48,0,0.544,1.360947732,-0.816947732,00-0031544,Amari,Cooper,19,A.Cooper
2019,REG,4,Will Fuller,WR,HOU,6.398333333,2.023970307,14.55666667,32.78282411,3,6,50,23,0,2.753333333,1.401242102,1.352091231,00-0033127,William,Fuller,15,W.Fuller
2019,REG,4,DeAndre Hopkins,WR,HOU,6.3975,2.771938719,13.285,39.89190001,5,8,62.5,41,0,1.84,1.817290016,0.022709984,00-0030564,DeAndre,Hopkins,10,D.Hopkins
2019,REG,4,Allen Robinson,WR,CHI,6.348571429,2.370833812,9.275714286,34.02504847,7,7,100,77,0,1.724285714,1.911949231,-0.187663517,00-0031428,Allen,Robinson,12,A.Robinson
2019,REG,4,Sterling Shepard,WR,NYG,6.06625,2.764007421,8.876666667,49.55340528,7,9,77.77777778,76,0,4.458571429,4.964563641,-0.505992212,00-0032385,Sterling,Shepard,87,S.Shepard
2019,REG,4,DaeSean Hamilton,WR,DEN,6.004,4.537677172,7,11.80080245,3,5,60,57,0,10.20333333,7.76771949,2.435613843,00-0034370,DaeSean,Hamilton,17,D.Hamilton
2019,REG,4,Diontae Johnson,WR,PIT,5.973333333,4.802456586,6.058333333,47.44192117,6,6,100,77,1,6.733333333,6.406382933,0.326950401,00-0035216,Diontae,Johnson,18,D.Johnson
2019,REG,4,Jack Doyle,TE,IND,5.858,2.464102623,8.70125,13.79563201,4,8,50,22,1,2.2325,3.166825694,-0.934325694,00-0030181,John,Doyle,84,J.Doyle
2019,REG,4,Jimmy Graham,TE,GB,5.821111111,1.844994448,6.45,15.27993472,6,9,66.66666667,61,1,3.533333333,2.182840847,1.350492486,00-0027696,Jimmy,Graham,80,J.Graham
2019,REG,4,Adam Thielen,WR,MIN,5.796,1.89608036,12.66166667,41.41860212,2,6,33.33333333,6,0,0.625,4.562606491,-3.937606491,00-0030035,Adam,Thielen,19,A.Thielen
2019,REG,4,Marvin Jones,WR,DET,5.6875,1.278845069,17.512,25.02429266,3,5,60,77,0,2.793333333,1.862768366,0.930564967,00-0029293,Marvin,Jones,11,M.Jones
2019,REG,4,John Ross,WR,CIN,5.666666667,1.639572221,11.02666667,30.76493839,3,6,50,36,0,2.963333333,2.39748752,0.565845813,00-0033460,John,Ross,11,J.Ross III
2019,REG,4,Gerald Everett,TE,LAR,5.616666667,3.132669969,8.7575,13.42891645,5,8,62.5,44,1,4.582,5.231977301,-0.649977301,00-0033895,Gerald,Everett,81,G.Everett
2019,REG,4,Will Dissly,TE,SEA,5.598571429,3.611515357,7.57125,27.1797173,7,8,87.5,57,1,2.018571429,4.254435732,-2.235864303,00-0034159,Will,Dissly,88,W.Dissly
2019,REG,4,Randall Cobb,WR,DAL,5.325,2.394636251,9.475,21.64395035,3,6,50,41,0,4.053333333,3.396617745,0.656715589,00-0028002,Randall,Cobb,18,R.Cobb
