season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2019,REG,2,David Montgomery,RB,CHI,3.898709677,11.11111111,2.751,18,62,65.00058844,-3.000588443,3.444444444,-0.166699358,0.444444444,1,00-0035685,David,Montgomery,32,D.Montgomery
2019,REG,2,Nick Chubb,RB,CLE,5.41516129,27.77777778,3.144111111,18,62,84.61870882,-22.61870882,3.444444444,-1.256594934,0.388888889,1,00-0034791,Nicholas,Chubb,24,N.Chubb
2019,REG,2,Christian McCaffrey,RB,CAR,6.866216216,18.75,3.0136875,16,37,63.24231372,-26.24231372,2.3125,-1.749487581,0.2,0,00-0033280,Christian,McCaffrey,22,C.McCaffrey
2019,REG,2,Peyton Barber,RB,TB,3.673414634,43.47826087,2.727956522,23,82,103.4821335,-21.48213349,3.565217391,-0.934005804,0.391304348,1,00-0032741,Kenneth,Barber,25,P.Barber
2019,REG,2,Jeff Wilson,RB,SF,4.455588235,80,2.6733,10,34,24.76005339,9.239946608,3.4,0.923994661,0.5,2,00-0034115,Jeffery,Wilson,30,J.Wilson
2019,REG,2,Adrian Peterson,RB,WAS,6.0588,40,2.9213,10,25,24.00934051,0.990659486,2.5,0.099065949,0.7,1,00-0025394,Adrian,Peterson,26,A.Peterson
2019,REG,2,Sony Michel,RB,NE,3.816626506,4.761904762,2.492095238,21,83,89.347504,-6.347503997,3.952380952,-0.302262095,0.476190476,1,00-0034845,Sony,Michel,26,S.Michel
2019,REG,2,Devonta Freeman,RB,ATL,6.665,27.27272727,2.601727273,11,22,49.86642275,-27.86642275,2,-2.533311159,0.181818182,0,00-0031285,Devonta,Freeman,24,D.Freeman
2019,REG,2,James Conner,RB,PIT,4.53030303,72.72727273,2.680363636,11,33,46.47638264,-13.47638264,3,-1.225125695,0.363636364,1,00-0033553,James,Conner,30,J.Conner
2019,REG,2,Aaron Jones,RB,GB,3.869224138,34.7826087,2.856608696,23,116,101.9148964,8.085103619,5.043478261,0.36750471,0.363636364,1,00-0033293,Aaron,Jones,33,A.Jones
2019,REG,2,Kerryon Johnson,RB,DET,3.892439024,8.333333333,2.843833333,12,41,47.93363247,-6.933632466,3.416666667,-0.577802705,0.333333333,0,00-0034349,Kerryon,Johnson,33,K.Johnson
2019,REG,2,Ezekiel Elliott,RB,DAL,3.032972973,43.47826087,2.471869565,23,111,89.63589731,21.36410269,4.826086957,0.92887403,0.391304348,1,00-0033045,Ezekiel,Elliott,21,E.Elliott
2019,REG,2,Austin Ekeler,RB,LAC,4.471666667,0,2.983705882,17,66,81.28203436,-15.28203436,3.882352941,-0.898943198,0.294117647,1,00-0033699,Austin,Ekeler,30,A.Ekeler
2019,REG,2,Frank Gore,RB,BUF,3.501764706,78.94736842,2.467578947,19,68,54.94678081,13.05321919,3.578947368,0.687011537,0.526315789,1,00-0023500,Frank,Gore,20,F.Gore
2019,REG,2,Matt Breida,RB,SF,2.624876033,41.66666667,2.98025,12,121,88.89489752,32.10510248,10.08333333,2.675425206,0.5,0,00-0033308,Matthew,Breida,22,M.Breida
2019,REG,3,Le'Veon Bell,RB,NYJ,6.986285714,16.66666667,2.853888889,18,35,45.3896508,-8.389650803,1.944444444,-0.493508871,0.352941176,0,00-0030496,Le'Veon,Bell,26,L.Bell
2019,REG,3,Derrick Henry,RB,TEN,7.166136364,23.52941176,3.288117647,17,44,52.16326475,-8.163264752,2.588235294,-0.480192044,0.529411765,1,00-0032764,Derrick,Henry,22,D.Henry
2019,REG,3,Frank Gore,RB,BUF,2.828947368,57.14285714,2.514,14,76,59.63550274,16.36449726,5.428571429,1.168892662,0.428571429,1,00-0023500,Frank,Gore,20,F.Gore
2019,REG,3,Devonta Freeman,RB,ATL,2.932954545,31.25,2.816125,16,88,76.71513877,11.28486123,5.5,0.705303827,0.375,0,00-0031285,Devonta,Freeman,24,D.Freeman
2019,REG,3,Jamaal Williams,RB,GB,3.907457627,8.333333333,2.731083333,12,59,53.80722727,5.192772733,4.916666667,0.432731061,0.416666667,0,00-0033948,Jamaal,Williams,30,J.Williams
2019,REG,3,Mark Ingram,RB,BAL,2.760970874,31.25,2.623875,16,103,71.18179718,31.81820282,6.4375,1.988637676,0.6875,3,00-0027966,Mark,Ingram,21,M.Ingram
2019,REG,3,Tony Pollard,RB,DAL,2.790291262,0,2.943846154,13,103,69.94726307,33.05273693,7.923076923,2.542518225,0.615384615,1,00-0035261,Tony,Pollard,20,T.Pollard
2019,REG,3,Miles Sanders,RB,PHI,4.212830189,0,2.963153846,13,53,68.95502272,-15.95502272,4.076923077,-1.22730944,0.230769231,0,00-0035243,Miles,Sanders,26,M.Sanders
2019,REG,3,Jordan Howard,RB,PHI,4.18027027,9.090909091,2.589363636,11,37,46.04407851,-9.044078513,3.363636364,-0.822188956,0.363636364,1,00-0032780,Jordan,Howard,24,J.Howard
2019,REG,3,Leonard Fournette,RB,JAX,4.203636364,40,2.853333333,15,66,40.61334541,25.38665459,4.4,1.69244364,0.133333333,0,00-0033856,Leonard,Fournette,27,L.Fournette
2019,REG,3,Kenyan Drake,RB,MIA,4.572631579,8.333333333,2.594416667,12,38,45.01291486,-7.012914861,3.166666667,-0.584409572,0.25,0,00-0033118,Kenyan,Drake,32,K.Drake
2019,REG,3,Matt Breida,RB,SF,4.411029412,0,2.724214286,14,68,80.48611884,-12.48611884,4.857142857,-0.891865631,0.285714286,0,00-0033308,Matthew,Breida,22,M.Breida
2019,REG,3,Chris Carson,RB,SEA,4.520769231,13.33333333,2.807533333,15,52,54.09222777,-2.09222777,3.466666667,-0.139481851,0.266666667,0,00-0033594,Christopher,Carson,32,C.Carson
